x_m,radius_m,mach,temperature_K,pressure_bar,gamma
0.0,0.06,0.04939490948976173,3302.696319135601,29.95753466806064,1.1612591437734057
0.00023594251073635886,0.059718814665184236,0.04986224325389226,3302.6838565917847,29.95672696583203,1.1612865754258812
0.00047188502147272465,0.059437629330368474,0.050336260614962346,3302.6710944184856,29.9558999535808,1.1613140070783567
0.0007078275322090835,0.05915644399555273,0.05081709016999972,3302.658023927017,29.955053073904377,1.161341438730832
0.0009437700429454493,0.058875258660736965,0.051304863643652415,3302.6446361327885,29.954185750499008,1.1613688703833076
0.0011797125536818082,0.05859407332592122,0.05179971597703227,3302.630921743791,29.953297387427956,1.1613963020357831
0.001415655064418174,0.058312887991105455,0.052301785426321065,3302.616871148405,29.952387368346123,1.1614237336882587
0.0016515975751545328,0.058031702656289694,0.05281121366059937,3302.6024744027636,29.951455055697114,1.1614511653407342
0.0018875400858908917,0.057750517321473946,0.05332814586435207,3302.587721217526,29.950499789872786,1.1614785969932098
0.0021234825966272575,0.057469331986658184,0.05385273084357765,3302.572600944043,29.94952088833447,1.161506028645685
0.0023594251073636163,0.05718814665184242,0.05438512113567746,3302.5571025599106,29.948517644695265,1.1615334602981606
0.002595367618099982,0.05690696131702666,0.054925473123292545,3302.541214653843,29.947489327759833,1.1615608919506362
0.002831310128836341,0.05662577598221091,0.05547394715225605,3302.524925409869,29.946435180520982,1.1615883236031117
0.0030672526395727068,0.05634459064739515,0.05603070765383601,3302.5082225907904,29.94535441911003,1.1616157552555872
0.0033031951503090656,0.05606340531257939,0.05659592327145119,3302.491093520869,29.94424623169824,1.1616431869080628
0.0035391376610454245,0.05578221997776364,0.057169766992049356,3302.473525067718,29.94310977734826,1.161670618560538
0.0037750801717817903,0.05550103464294788,0.057752416282348125,3302.4555036233264,29.941944184810815,1.1616980502130136
0.004011022682518149,0.05521984930813213,0.05834405323054933,3302.4370150841924,29.940748551265244,1.1617254818654892
0.004246965193254515,0.05493866397331637,0.05894486469102388,3302.4180448305738,29.93952194100447,1.1617529135179647
0.004482907703990874,0.05465747863850061,0.05955504244008816,3302.3985777045805,29.93826338404673,1.1617803451704403
0.004718850214727233,0.05437629330368486,0.06017478333057174,3302.3785979874333,29.93697187469543,1.1618077768229158
